model	encoder	prefix	source_cell_line	chrom	subgraph_index	negative_type	auc	ap	n_positive	n_negative	n	mean_score
GM12878	sage	test_intra	GM12878	chr14	15	CNS	0.32409983	0.41328021	130603	130603	261206	0.83542192
GM12878	sage	test_intra	GM12878	chr14	15	MNS	0.11206627	0.32125975	130603	130603	261206	0.88145183
GM12878	sage	test_intra	GM12878	chr14	15	SNS	0.057293414	0.3115914	130603	130603	261206	0.88817255
GM12878	sage	test_intra	GM12878	chr14	16	CNS	0.36107553	0.42699624	112314	112314	224628	0.85338976
GM12878	sage	test_intra	GM12878	chr14	16	MNS	0.14743805	0.33052336	112314	112314	224628	0.89677962
GM12878	sage	test_intra	GM12878	chr14	16	SNS	0.099870308	0.31854647	112314	112314	224628	0.90118774
GM12878	sage	test_intra	GM12878	chr14	17	CNS	0.31869811	0.41198269	109891	109891	219782	0.80334604
GM12878	sage	test_intra	GM12878	chr14	17	MNS	0.097992912	0.31824876	109891	109891	219782	0.86213533
GM12878	sage	test_intra	GM12878	chr14	17	SNS	0.036572611	0.30926549	109891	109891	219782	0.8728254
GM12878	sage	test_intra	GM12878	chr14	18	CNS	0.32319636	0.41482183	105259	105259	210518	0.81342673
GM12878	sage	test_intra	GM12878	chr14	18	MNS	0.10426521	0.31955316	105259	105259	210518	0.86765795
GM12878	sage	test_intra	GM12878	chr14	18	SNS	0.042477688	0.30988343	105259	105259	210518	0.87751897
GM12878	sage	test_intra	GM12878	chr14	2	CNS	0.38123195	0.44252193	95633	95633	191266	0.85850232
GM12878	sage	test_intra	GM12878	chr14	2	MNS	0.13430469	0.32584694	95633	95633	191266	0.90261869
GM12878	sage	test_intra	GM12878	chr14	2	SNS	0.088367346	0.31648793	95633	95633	191266	0.9062154
GM12878	sage	test_intra	GM12878	chr14	3	CNS	0.33851555	0.4150756	129606	129606	259212	0.85355773
GM12878	sage	test_intra	GM12878	chr14	3	MNS	0.12907031	0.32577635	129606	129606	259212	0.89361977
GM12878	sage	test_intra	GM12878	chr14	3	SNS	0.077276543	0.31479108	129606	129606	259212	0.89908453
GM12878	sage	test_intra	GM12878	chr14	4	CNS	0.36741083	0.43671793	105529	105529	211058	0.8494506
GM12878	sage	test_intra	GM12878	chr14	4	MNS	0.1257818	0.32425324	105529	105529	211058	0.89564683
GM12878	sage	test_intra	GM12878	chr14	4	SNS	0.073821015	0.31405923	105529	105529	211058	0.90034323
GM12878	sage	test_intra	GM12878	chr14	5	CNS	0.38328901	0.44072042	95864	95864	191728	0.87020598
GM12878	sage	test_intra	GM12878	chr14	5	MNS	0.16338679	0.33436765	95864	95864	191728	0.90955677
GM12878	sage	test_intra	GM12878	chr14	5	SNS	0.12400328	0.32344543	95864	95864	191728	0.91231804
GM12878	sage	test_intra	GM12878	chr14	6	CNS	0.35402151	0.42993013	108457	108457	216914	0.8398672
GM12878	sage	test_intra	GM12878	chr14	6	MNS	0.12175797	0.32285808	108457	108457	216914	0.88668911
GM12878	sage	test_intra	GM12878	chr14	6	SNS	0.061554233	0.31238983	108457	108457	216914	0.89361157
GM12878	sage	test_intra	GM12878	chr14	7	CNS	0.33467907	0.41805283	127823	127823	255646	0.83943086
GM12878	sage	test_intra	GM12878	chr14	7	MNS	0.11528921	0.32185545	127823	127823	255646	0.88525854
GM12878	sage	test_intra	GM12878	chr14	7	SNS	0.059246398	0.31187525	127823	127823	255646	0.89176528
GM12878	sage	test_intra	GM12878	chr14	8	CNS	0.34367013	0.42370087	122596	122596	245192	0.84560703
GM12878	sage	test_intra	GM12878	chr14	8	MNS	0.11540789	0.32180448	122596	122596	245192	0.89008792
GM12878	sage	test_intra	GM12878	chr14	8	SNS	0.059221413	0.31201401	122596	122596	245192	0.89590001
GM12878	sage	test_intra	GM12878	chr14	9	CNS	0.32932501	0.41384068	129173	129173	258346	0.83046664
GM12878	sage	test_intra	GM12878	chr14	9	MNS	0.10558013	0.31970162	129173	129173	258346	0.87946458
GM12878	sage	test_intra	GM12878	chr14	9	SNS	0.049009358	0.31069481	129173	129173	258346	0.88692426
GM12878	sage	test_intra	GM12878	chr22	0	CNS	0.40738849	0.45654703	15145	15145	30290	0.8602246
GM12878	sage	test_intra	GM12878	chr22	0	MNS	0.21806482	0.35447972	15145	15145	30290	0.90116923
GM12878	sage	test_intra	GM12878	chr22	0	SNS	0.10690687	0.32190488	15145	15145	30290	0.90847826
GM12878	sage	test_intra	GM12878	chr22	1	CNS	0.33949281	0.42331707	82786	82786	165572	0.8017501
GM12878	sage	test_intra	GM12878	chr22	1	MNS	0.10085518	0.3187751	82786	82786	165572	0.86266431
GM12878	sage	test_intra	GM12878	chr22	1	SNS	0.035225513	0.30924913	82786	82786	165572	0.87503926
GM12878	sage	test_intra	GM12878	chr22	2	CNS	0.32554988	0.41495873	111320	111320	222640	0.82015996
GM12878	sage	test_intra	GM12878	chr22	2	MNS	0.11553467	0.3222412	111320	111320	222640	0.87244915
GM12878	sage	test_intra	GM12878	chr22	2	SNS	0.057163108	0.31144955	111320	111320	222640	0.88061002
GM12878	sage	test_intra	GM12878	chr22	3	CNS	0.32924591	0.41442579	132315	132315	264630	0.84330445
GM12878	sage	test_intra	GM12878	chr22	3	MNS	0.11528156	0.3218054	132315	132315	264630	0.88638559
GM12878	sage	test_intra	GM12878	chr22	3	SNS	0.058901644	0.31187801	132315	132315	264630	0.89276413
GM12878	sage	test_intra	GM12878	chr22	4	CNS	0.33071302	0.41527134	131392	131392	262784	0.84593894
GM12878	sage	test_intra	GM12878	chr22	4	MNS	0.11901772	0.32260878	131392	131392	262784	0.8880356
GM12878	sage	test_intra	GM12878	chr22	4	SNS	0.060899535	0.31220597	131392	131392	262784	0.89424923
GM12878	sage	test_intra	GM12878	chr22	5	CNS	0.30630013	0.40431765	136281	136281	272562	0.81508012
GM12878	sage	test_intra	GM12878	chr22	5	MNS	0.091674286	0.31711567	136281	136281	272562	0.86786481
GM12878	sage	test_intra	GM12878	chr22	5	SNS	0.037063995	0.30931483	136281	136281	272562	0.87693792
GM12878	sage	test_intra	GM12878	chr22	6	CNS	0.30965638	0.40590661	132492	132492	264984	0.81379866
GM12878	sage	test_intra	GM12878	chr22	6	MNS	0.090629561	0.31689553	132492	132492	264984	0.86739745
GM12878	sage	test_intra	GM12878	chr22	6	SNS	0.035698974	0.30928514	132492	132492	264984	0.87661841
GM12878	sage	test_intra	GM12878	chr22	7	CNS	0.35603708	0.42744295	107163	107163	214326	0.84174364
GM12878	sage	test_intra	GM12878	chr22	7	MNS	0.12688091	0.32458361	107163	107163	214326	0.88938328
GM12878	sage	test_intra	GM12878	chr22	7	SNS	0.075066825	0.3141187	107163	107163	214326	0.89497989
GM12878	sage	test_intra	GM12878	chr22	8	CNS	0.35475876	0.42699038	106070	106070	212140	0.83912779
GM12878	sage	test_intra	GM12878	chr22	8	MNS	0.12501099	0.32414833	106070	106070	212140	0.88762753
GM12878	sage	test_intra	GM12878	chr22	8	SNS	0.073274807	0.31384759	106070	106070	212140	0.89355353
GM12878	sage	test_intra	GM12878	chrX	0	CNS	0.37460968	0.43854955	88441	88441	176882	0.85825322
GM12878	sage	test_intra	GM12878	chrX	0	MNS	0.13941307	0.32801173	88441	88441	176882	0.90131906
GM12878	sage	test_intra	GM12878	chrX	0	SNS	0.077941759	0.31477584	88441	88441	176882	0.90586079
GM12878	sage	test_intra	GM12878	chrX	1	CNS	0.39856043	0.45207113	83606	83606	167212	0.86969512
GM12878	sage	test_intra	GM12878	chrX	1	MNS	0.14409385	0.32844382	83606	83606	167212	0.91168589
GM12878	sage	test_intra	GM12878	chrX	1	SNS	0.10031924	0.31863278	83606	83606	167212	0.91427153
GM12878	sage	test_intra	GM12878	chrX	10	CNS	0.38868138	0.44831016	78976	78976	157952	0.85364509
GM12878	sage	test_intra	GM12878	chrX	10	MNS	0.14182386	0.32843995	78976	78976	157952	0.90029079
GM12878	sage	test_intra	GM12878	chrX	10	SNS	0.093157737	0.31745812	78976	78976	157952	0.90458615
GM12878	sage	test_intra	GM12878	chrX	11	CNS	0.3875028	0.44681849	48710	48710	97420	0.84791291
GM12878	sage	test_intra	GM12878	chrX	11	MNS	0.1544303	0.33163797	48710	48710	97420	0.89425494
GM12878	sage	test_intra	GM12878	chrX	11	SNS	0.056344281	0.31250642	48710	48710	97420	0.90236957
GM12878	sage	test_intra	GM12878	chrX	12	CNS	0.39106853	0.45075911	29663	29663	59326	0.83077347
GM12878	sage	test_intra	GM12878	chrX	12	MNS	0.17946848	0.34094537	29663	29663	59326	0.87956416
GM12878	sage	test_intra	GM12878	chrX	12	SNS	0.044682201	0.31128247	29663	29663	59326	0.89428644
GM12878	sage	test_intra	GM12878	chrX	13	CNS	0.40050387	0.45367444	75029	75029	150058	0.85779923
GM12878	sage	test_intra	GM12878	chrX	13	MNS	0.1450776	0.32930482	75029	75029	150058	0.90534277
GM12878	sage	test_intra	GM12878	chrX	13	SNS	0.10256433	0.3191654	75029	75029	150058	0.90837009
GM12878	sage	test_intra	GM12878	chrX	14	CNS	0.38252709	0.44550973	79427	79427	158854	0.83754137
GM12878	sage	test_intra	GM12878	chrX	14	MNS	0.13741701	0.32768636	79427	79427	158854	0.89072193
GM12878	sage	test_intra	GM12878	chrX	14	SNS	0.087939871	0.31651691	79427	79427	158854	0.89595109
GM12878	sage	test_intra	GM12878	chrX	15	CNS	0.39481159	0.45072933	81500	81500	163000	0.86117044
GM12878	sage	test_intra	GM12878	chrX	15	MNS	0.14706151	0.33000136	81500	81500	163000	0.90581638
GM12878	sage	test_intra	GM12878	chrX	15	SNS	0.098440506	0.31837465	81500	81500	163000	0.90921798
GM12878	sage	test_intra	GM12878	chrX	16	CNS	0.41279579	0.46000696	67524	67524	135048	0.86320526
GM12878	sage	test_intra	GM12878	chrX	16	MNS	0.15723239	0.33275052	67524	67524	135048	0.90991279
GM12878	sage	test_intra	GM12878	chrX	16	SNS	0.12079717	0.32294359	67524	67524	135048	0.91228399
GM12878	sage	test_intra	GM12878	chrX	17	CNS	0.41772855	0.46436485	61699	61699	123398	0.85959409
GM12878	sage	test_intra	GM12878	chrX	17	MNS	0.15046884	0.33039255	61699	61699	123398	0.90828698
GM12878	sage	test_intra	GM12878	chrX	17	SNS	0.10743291	0.32003813	61699	61699	123398	0.91099617
GM12878	sage	test_intra	GM12878	chrX	18	CNS	0.43627896	0.47274397	50744	50744	101488	0.85512627
GM12878	sage	test_intra	GM12878	chrX	18	MNS	0.15463833	0.33164587	50744	50744	101488	0.90926818
GM12878	sage	test_intra	GM12878	chrX	18	SNS	0.12560286	0.32421654	50744	50744	101488	0.91140836
GM12878	sage	test_intra	GM12878	chrX	19	CNS	0.40521972	0.45400376	73186	73186	146372	0.86765138
GM12878	sage	test_intra	GM12878	chrX	19	MNS	0.17151553	0.33838986	73186	73186	146372	0.91109142
GM12878	sage	test_intra	GM12878	chrX	19	SNS	0.13062095	0.32565146	73186	73186	146372	0.91367004
GM12878	sage	test_intra	GM12878	chrX	2	CNS	0.37241794	0.44014029	92575	92575	185150	0.84653102
GM12878	sage	test_intra	GM12878	chrX	2	MNS	0.129505	0.32537782	92575	92575	185150	0.89459741
GM12878	sage	test_intra	GM12878	chrX	2	SNS	0.074069929	0.31411513	92575	92575	185150	0.89966649
GM12878	sage	test_intra	GM12878	chrX	20	CNS	0.39216119	0.44993503	73886	73886	147772	0.8324584
GM12878	sage	test_intra	GM12878	chrX	20	MNS	0.13517144	0.32722488	73886	73886	147772	0.89027771
GM12878	sage	test_intra	GM12878	chrX	20	SNS	0.0873603	0.31626219	73886	73886	147772	0.89519026
GM12878	sage	test_intra	GM12878	chrX	21	CNS	0.38941172	0.45056451	78364	78364	156728	0.84111648
GM12878	sage	test_intra	GM12878	chrX	21	MNS	0.1266539	0.32441905	78364	78364	156728	0.89411929
GM12878	sage	test_intra	GM12878	chrX	21	SNS	0.075843524	0.31438281	78364	78364	156728	0.898755
GM12878	sage	test_intra	GM12878	chrX	22	CNS	0.39888144	0.45318516	76902	76902	153804	0.85482177
GM12878	sage	test_intra	GM12878	chrX	22	MNS	0.14305878	0.32879145	76902	76902	153804	0.90314037
GM12878	sage	test_intra	GM12878	chrX	22	SNS	0.096141052	0.31786492	76902	76902	153804	0.90651876
GM12878	sage	test_intra	GM12878	chrX	23	CNS	0.38291638	0.44353737	76114	76114	152228	0.8361938
GM12878	sage	test_intra	GM12878	chrX	23	MNS	0.13364995	0.32574168	76114	76114	152228	0.8897897
GM12878	sage	test_intra	GM12878	chrX	23	SNS	0.079204824	0.31479814	76114	76114	152228	0.8956056
GM12878	sage	test_intra	GM12878	chrX	24	CNS	0.38573275	0.44315141	79192	79192	158384	0.84818486
GM12878	sage	test_intra	GM12878	chrX	24	MNS	0.14588876	0.32966813	79192	79192	158384	0.89767849
GM12878	sage	test_intra	GM12878	chrX	24	SNS	0.097394522	0.31791908	79192	79192	158384	0.90189708
GM12878	sage	test_intra	GM12878	chrX	25	CNS	0.40958023	0.45459725	68732	68732	137464	0.85877737
GM12878	sage	test_intra	GM12878	chrX	25	MNS	0.16007956	0.33331787	68732	68732	137464	0.90731826
GM12878	sage	test_intra	GM12878	chrX	25	SNS	0.1299901	0.3251003	68732	68732	137464	0.90988229
GM12878	sage	test_intra	GM12878	chrX	26	CNS	0.38702916	0.44294732	85313	85313	170626	0.85561925
GM12878	sage	test_intra	GM12878	chrX	26	MNS	0.14635456	0.33009007	85313	85313	170626	0.90211394
GM12878	sage	test_intra	GM12878	chrX	26	SNS	0.10328998	0.31956426	85313	85313	170626	0.90561502
GM12878	sage	test_intra	GM12878	chrX	27	CNS	0.38946967	0.44959481	75569	75569	151138	0.83944069
GM12878	sage	test_intra	GM12878	chrX	27	MNS	0.12761259	0.32480269	75569	75569	151138	0.89317997
GM12878	sage	test_intra	GM12878	chrX	27	SNS	0.07824552	0.3147805	75569	75569	151138	0.89785657
GM12878	sage	test_intra	GM12878	chrX	28	CNS	0.41585509	0.45914473	63816	63816	127632	0.87641802
GM12878	sage	test_intra	GM12878	chrX	28	MNS	0.17344308	0.33770568	63816	63816	127632	0.91823704
GM12878	sage	test_intra	GM12878	chrX	28	SNS	0.14656264	0.3293138	63816	63816	127632	0.91958062
GM12878	sage	test_intra	GM12878	chrX	29	CNS	0.40750657	0.45763639	71009	71009	142018	0.86888232
GM12878	sage	test_intra	GM12878	chrX	29	MNS	0.14777125	0.32968083	71009	71009	142018	0.91221321
GM12878	sage	test_intra	GM12878	chrX	29	SNS	0.10610043	0.31984969	71009	71009	142018	0.91452475
GM12878	sage	test_intra	GM12878	chrX	3	CNS	0.36947172	0.43737745	91865	91865	183730	0.84148895
GM12878	sage	test_intra	GM12878	chrX	3	MNS	0.12226777	0.32361346	91865	91865	183730	0.89115227
GM12878	sage	test_intra	GM12878	chrX	3	SNS	0.069902397	0.31353464	91865	91865	183730	0.89639752
GM12878	sage	test_intra	GM12878	chrX	30	CNS	0.38767735	0.44880669	73169	73169	146338	0.83300799
GM12878	sage	test_intra	GM12878	chrX	30	MNS	0.12433143	0.323903	73169	73169	146338	0.88945129
GM12878	sage	test_intra	GM12878	chrX	30	SNS	0.075246518	0.31421584	73169	73169	146338	0.89479231
GM12878	sage	test_intra	GM12878	chrX	31	CNS	0.38650607	0.45037937	72160	72160	144320	0.83086482
GM12878	sage	test_intra	GM12878	chrX	31	MNS	0.11566829	0.32207017	72160	72160	144320	0.8881585
GM12878	sage	test_intra	GM12878	chrX	31	SNS	0.06693139	0.31313689	72160	72160	144320	0.89371912
GM12878	sage	test_intra	GM12878	chrX	4	CNS	0.37709555	0.43904006	87203	87203	174406	0.84467273
GM12878	sage	test_intra	GM12878	chrX	4	MNS	0.13510887	0.32698423	87203	87203	174406	0.89383258
GM12878	sage	test_intra	GM12878	chrX	4	SNS	0.084438368	0.3159369	87203	87203	174406	0.89885548
GM12878	sage	test_intra	GM12878	chrX	5	CNS	0.39703565	0.45138307	73860	73860	147720	0.85280392
GM12878	sage	test_intra	GM12878	chrX	5	MNS	0.13366796	0.32608978	73860	73860	147720	0.90194858
GM12878	sage	test_intra	GM12878	chrX	5	SNS	0.091140891	0.31716464	73860	73860	147720	0.90533214
GM12878	sage	test_intra	GM12878	chrX	6	CNS	0.3919611	0.4512542	75640	75640	151280	0.83970759
GM12878	sage	test_intra	GM12878	chrX	6	MNS	0.12873562	0.32489429	75640	75640	151280	0.89336049
GM12878	sage	test_intra	GM12878	chrX	6	SNS	0.079710841	0.3150484	75640	75640	151280	0.89806947
GM12878	sage	test_intra	GM12878	chrX	7	CNS	0.38054871	0.44719428	75475	75475	150950	0.83408193
GM12878	sage	test_intra	GM12878	chrX	7	MNS	0.11072537	0.32065648	75475	75475	150950	0.88841046
GM12878	sage	test_intra	GM12878	chrX	7	SNS	0.058812719	0.31211386	75475	75475	150950	0.89423896
GM12878	sage	test_intra	GM12878	chrX	8	CNS	0.37215895	0.43872509	94598	94598	189196	0.84747923
GM12878	sage	test_intra	GM12878	chrX	8	MNS	0.12554395	0.32415161	94598	94598	189196	0.89502681
GM12878	sage	test_intra	GM12878	chrX	8	SNS	0.073283955	0.31394845	94598	94598	189196	0.90006552
GM12878	sage	test_intra	GM12878	chrX	9	CNS	0.36354392	0.43642245	86696	86696	173392	0.84171762
GM12878	sage	test_intra	GM12878	chrX	9	MNS	0.12670486	0.32473297	86696	86696	173392	0.88966569
GM12878	sage	test_intra	GM12878	chrX	9	SNS	0.065580736	0.3128932	86696	86696	173392	0.89572737
GM12878	sage	valid	GM12878	chr13	0	CNS	0.34107995	0.42164854	57728	57728	115456	0.80104975
GM12878	sage	valid	GM12878	chr13	0	MNS	0.12323849	0.32320569	57728	57728	115456	0.85497793
GM12878	sage	valid	GM12878	chr13	0	SNS	0.02166701	0.30866239	57728	57728	115456	0.8753318
GM12878	sage	valid	GM12878	chr13	1	CNS	0.34344275	0.4217594	120737	120737	241474	0.84142094
GM12878	sage	valid	GM12878	chr13	1	MNS	0.12231718	0.32351856	120737	120737	241474	0.88766764
GM12878	sage	valid	GM12878	chr13	1	SNS	0.066918771	0.3129094	120737	120737	241474	0.89370863
GM12878	sage	valid	GM12878	chr13	10	CNS	0.37836878	0.4432974	90593	90593	181186	0.84501217
GM12878	sage	valid	GM12878	chr13	10	MNS	0.12407066	0.3235441	90593	90593	181186	0.89465552
GM12878	sage	valid	GM12878	chr13	10	SNS	0.077610162	0.31465307	90593	90593	181186	0.89893694
GM12878	sage	valid	GM12878	chr13	11	CNS	0.3572306	0.42841866	111617	111617	223234	0.86080522
GM12878	sage	valid	GM12878	chr13	11	MNS	0.13789493	0.32723087	111617	111617	223234	0.90048919
GM12878	sage	valid	GM12878	chr13	11	SNS	0.086475865	0.31613176	111617	111617	223234	0.90436608
GM12878	sage	valid	GM12878	chr13	12	CNS	0.35354642	0.42659619	118623	118623	237246	0.84491486
GM12878	sage	valid	GM12878	chr13	12	MNS	0.12084145	0.32324825	118623	118623	237246	0.89131492
GM12878	sage	valid	GM12878	chr13	12	SNS	0.064973495	0.31278958	118623	118623	237246	0.89703103
GM12878	sage	valid	GM12878	chr13	13	CNS	0.38696767	0.44412627	93904	93904	187808	0.87267212
GM12878	sage	valid	GM12878	chr13	13	MNS	0.1512019	0.33105791	93904	93904	187808	0.91149409
GM12878	sage	valid	GM12878	chr13	13	SNS	0.1128598	0.32160856	93904	93904	187808	0.91403567
GM12878	sage	valid	GM12878	chr13	14	CNS	0.3892258	0.44343822	89961	89961	179922	0.88119887
GM12878	sage	valid	GM12878	chr13	14	MNS	0.1681082	0.33640145	89961	89961	179922	0.91662064
GM12878	sage	valid	GM12878	chr13	14	SNS	0.13697347	0.32720798	89961	89961	179922	0.91832159
GM12878	sage	valid	GM12878	chr13	15	CNS	0.36622361	0.4322578	108393	108393	216786	0.85690666
GM12878	sage	valid	GM12878	chr13	15	MNS	0.14043343	0.32812566	108393	108393	216786	0.89919703
GM12878	sage	valid	GM12878	chr13	15	SNS	0.094159003	0.3175236	108393	108393	216786	0.903454
GM12878	sage	valid	GM12878	chr13	16	CNS	0.34701106	0.4256957	122279	122279	244558	0.84999021
GM12878	sage	valid	GM12878	chr13	16	MNS	0.12667592	0.32520696	122279	122279	244558	0.89260823
GM12878	sage	valid	GM12878	chr13	16	SNS	0.068800968	0.31339823	122279	122279	244558	0.89817683
GM12878	sage	valid	GM12878	chr13	17	CNS	0.36941542	0.43534315	110680	110680	221360	0.87148985
GM12878	sage	valid	GM12878	chr13	17	MNS	0.1416157	0.32792271	110680	110680	221360	0.90848515
GM12878	sage	valid	GM12878	chr13	17	SNS	0.091452969	0.31708864	110680	110680	221360	0.91177391
GM12878	sage	valid	GM12878	chr13	18	CNS	0.37283258	0.43812554	105055	105055	210110	0.8485656
GM12878	sage	valid	GM12878	chr13	18	MNS	0.12114932	0.32303333	105055	105055	210110	0.89635697
GM12878	sage	valid	GM12878	chr13	18	SNS	0.071952033	0.31384345	105055	105055	210110	0.90080468
GM12878	sage	valid	GM12878	chr13	19	CNS	0.3585989	0.42998084	97053	97053	194106	0.83801038
GM12878	sage	valid	GM12878	chr13	19	MNS	0.11929309	0.32247183	97053	97053	194106	0.8881089
GM12878	sage	valid	GM12878	chr13	19	SNS	0.067324426	0.3130064	97053	97053	194106	0.89396427
GM12878	sage	valid	GM12878	chr13	2	CNS	0.33290943	0.41588292	129325	129325	258650	0.85132563
GM12878	sage	valid	GM12878	chr13	2	MNS	0.12304113	0.32369135	129325	129325	258650	0.89203732
GM12878	sage	valid	GM12878	chr13	2	SNS	0.067697693	0.31305433	129325	129325	258650	0.89767289
GM12878	sage	valid	GM12878	chr13	3	CNS	0.35042429	0.42539735	120273	120273	240546	0.86220586
GM12878	sage	valid	GM12878	chr13	3	MNS	0.1413137	0.32885233	120273	120273	240546	0.89995037
GM12878	sage	valid	GM12878	chr13	3	SNS	0.083755268	0.31569416	120273	120273	240546	0.90453411
GM12878	sage	valid	GM12878	chr13	4	CNS	0.35622618	0.42958693	115589	115589	231178	0.85262662
GM12878	sage	valid	GM12878	chr13	4	MNS	0.1172033	0.32200927	115589	115589	231178	0.89599535
GM12878	sage	valid	GM12878	chr13	4	SNS	0.065179615	0.31292233	115589	115589	231178	0.90085896
GM12878	sage	valid	GM12878	chr13	5	CNS	0.33250072	0.41437891	132737	132737	265474	0.85036126
GM12878	sage	valid	GM12878	chr13	5	MNS	0.11902711	0.32301454	132737	132737	265474	0.89155894
GM12878	sage	valid	GM12878	chr13	5	SNS	0.064856814	0.31270124	132737	132737	265474	0.89713717
GM12878	sage	valid	GM12878	chr13	6	CNS	0.33991655	0.41904124	127126	127126	254252	0.84982253
GM12878	sage	valid	GM12878	chr13	6	MNS	0.11822773	0.32256348	127126	127126	254252	0.89218927
GM12878	sage	valid	GM12878	chr13	6	SNS	0.063318601	0.31258153	127126	127126	254252	0.89769334
GM12878	sage	valid	GM12878	chr13	7	CNS	0.36478105	0.43743389	97200	97200	194400	0.83717585
GM12878	sage	valid	GM12878	chr13	7	MNS	0.11497903	0.32146322	97200	97200	194400	0.88752677
GM12878	sage	valid	GM12878	chr13	7	SNS	0.059430357	0.31221341	97200	97200	194400	0.89374904
GM12878	sage	valid	GM12878	chr13	8	CNS	0.37766833	0.44093919	99161	99161	198322	0.86030148
GM12878	sage	valid	GM12878	chr13	8	MNS	0.13792589	0.32721403	99161	99161	198322	0.9026743
GM12878	sage	valid	GM12878	chr13	8	SNS	0.086821721	0.31628474	99161	99161	198322	0.90648388
GM12878	sage	valid	GM12878	chr13	9	CNS	0.38767402	0.44406641	90884	90884	181768	0.86840561
GM12878	sage	valid	GM12878	chr13	9	MNS	0.15237473	0.3310806	90884	90884	181768	0.9093137
GM12878	sage	valid	GM12878	chr13	9	SNS	0.11460452	0.32150784	90884	90884	181768	0.91175822
GM12878	sage	valid	GM12878	chr15	0	CNS	0.41573128	0.4600556	10399	10399	20798	0.8312426
GM12878	sage	valid	GM12878	chr15	0	MNS	0.2044289	0.34511016	10399	10399	20798	0.87835233
GM12878	sage	valid	GM12878	chr15	0	SNS	0.066381413	0.31387215	10399	10399	20798	0.89696265
GM12878	sage	valid	GM12878	chr15	1	CNS	0.37972114	0.43888868	87018	87018	174036	0.88604962
GM12878	sage	valid	GM12878	chr15	1	MNS	0.1759959	0.33819285	87018	87018	174036	0.91819441
GM12878	sage	valid	GM12878	chr15	1	SNS	0.11909847	0.3224137	87018	87018	174036	0.92034838
GM12878	sage	valid	GM12878	chr15	10	CNS	0.33510974	0.41832382	127385	127385	254770	0.84452775
GM12878	sage	valid	GM12878	chr15	10	MNS	0.11441772	0.3215934	127385	127385	254770	0.88840618
GM12878	sage	valid	GM12878	chr15	10	SNS	0.059209307	0.31196442	127385	127385	254770	0.89437305
GM12878	sage	valid	GM12878	chr15	11	CNS	0.32097466	0.41290986	129900	129900	259800	0.82425739
GM12878	sage	valid	GM12878	chr15	11	MNS	0.10284722	0.31935013	129900	129900	259800	0.87476914
GM12878	sage	valid	GM12878	chr15	11	SNS	0.047785629	0.31043063	129900	129900	259800	0.88282946
GM12878	sage	valid	GM12878	chr15	12	CNS	0.32654617	0.41497971	126170	126170	252340	0.83043714
GM12878	sage	valid	GM12878	chr15	12	MNS	0.10419487	0.3194053	126170	126170	252340	0.87917811
GM12878	sage	valid	GM12878	chr15	12	SNS	0.047606772	0.310533	126170	126170	252340	0.8865324
GM12878	sage	valid	GM12878	chr15	13	CNS	0.33859823	0.42218221	105922	105922	211844	0.82178491
GM12878	sage	valid	GM12878	chr15	13	MNS	0.11384143	0.3215793	105922	105922	211844	0.87549812
GM12878	sage	valid	GM12878	chr15	13	SNS	0.057409169	0.31149875	105922	105922	211844	0.88353263
GM12878	sage	valid	GM12878	chr15	14	CNS	0.32693994	0.41616798	119161	119161	238322	0.80747568
GM12878	sage	valid	GM12878	chr15	14	MNS	0.1024097	0.31982634	119161	119161	238322	0.86611565
GM12878	sage	valid	GM12878	chr15	14	SNS	0.045967585	0.31015701	119161	119161	238322	0.87581875
GM12878	sage	valid	GM12878	chr15	15	CNS	0.36018008	0.4323915	114627	114627	229254	0.85786787
GM12878	sage	valid	GM12878	chr15	15	MNS	0.12588298	0.32400469	114627	114627	229254	0.89897365
GM12878	sage	valid	GM12878	chr15	15	SNS	0.07460273	0.31436946	114627	114627	229254	0.90324457
GM12878	sage	valid	GM12878	chr15	16	CNS	0.34790181	0.42712727	108728	108728	217456	0.8287751
GM12878	sage	valid	GM12878	chr15	16	MNS	0.11840314	0.32266365	108728	108728	217456	0.88094556
GM12878	sage	valid	GM12878	chr15	16	SNS	0.059928101	0.31196223	108728	108728	217456	0.88799045
GM12878	sage	valid	GM12878	chr15	2	CNS	0.36628044	0.43629449	84810	84810	169620	0.82700172
GM12878	sage	valid	GM12878	chr15	2	MNS	0.1163629	0.32187005	84810	84810	169620	0.88200836
GM12878	sage	valid	GM12878	chr15	2	SNS	0.062128913	0.31231382	84810	84810	169620	0.88946846
GM12878	sage	valid	GM12878	chr15	3	CNS	0.34373402	0.42434582	108841	108841	217682	0.84496217
GM12878	sage	valid	GM12878	chr15	3	MNS	0.12384063	0.32407087	108841	108841	217682	0.88885335
GM12878	sage	valid	GM12878	chr15	3	SNS	0.059993495	0.31213415	108841	108841	217682	0.89531432
GM12878	sage	valid	GM12878	chr15	4	CNS	0.3169441	0.41133179	126480	126480	252960	0.81153042
GM12878	sage	valid	GM12878	chr15	4	MNS	0.089475816	0.31670882	126480	126480	252960	0.86694188
GM12878	sage	valid	GM12878	chr15	4	SNS	0.032391992	0.309135	126480	126480	252960	0.87653436
GM12878	sage	valid	GM12878	chr15	5	CNS	0.3086986	0.40622024	127200	127200	254400	0.80873707
GM12878	sage	valid	GM12878	chr15	5	MNS	0.082870271	0.31562426	127200	127200	254400	0.86468157
